Company Name,Location,Description,Website,Reason for Failure
Inui Health,"Sunnyvale, California, United States",Giving qualitative healthcare to people on their smart phone.,www.inuihealth.com,"Elizabeth Holmes was a real sensation in the media, often featured on the covers of various business magazines and lists of top executives and innovators. On top of this, she was also honored with an interview with former US President Bill Clinton. During these media opportunities, Holmes stated that Theranos’ goal was to give people the power to have critical health information at the time it mattered and that she wanted to create a world in which no one ever had to say the phrase ""if only I had known sooner."" 

However, despite this ambitious goal, in October of 2015, when investigative reporter John Carreyrou of The Wall Street Journal questioned the validity of Theranos' technology, Holmes and her company started slipping into hotter and hotter water. The company soon found itself facing legal and commercial challenges from medical authorities and investors. The U.S. Securities and Exchange Commission (SEC), Centers for Medicare and Medicaid Services (CMS), state attorney generals, former business partners, and former patients among other parties got involved in uncovering the fraud and by June of 2016, it was estimated that Holmes's personal net worth had dropped from $4.5 billion to virtually nothing following Holmes’ charging of wire fraud, among a list of other accusations. Soon after this, in September 2018, Theranos ceased operations. 

So what exactly happened here? Why did it take over a decade to expose this company? 

The story begins much earlier in 2002 when Elizabeth Holmes arrived at Stanford University with her breakthrough ideas. Holmes wanted to build a patch that would scan the wearer for infections and through its results, release the necessary antibiotics a patient needed. However, Dr. Phyllis Gardner, Holmes’ professor, tried to explain to her that the antibiotics Holmes wanted to use needed to be given at higher doses than a patch could deliver and that her idea would be difficult to implement. Undeterred, Holmes went on to drop out of Stanford University in 2003 at the age of 19 to start Theranos, then called Real-Time Cures under the disproven premise. As John Carreyrou points out in his thrilling non-fiction masterpiece, Bad Blood, Holmes had an unusual obsession with Steve Jobs that manifested in an obsessive copying of Job’s dressing style and making her employees read his books. Holmes had also infamously claimed that her device would soon be the “iPod of healthcare.” This “Apple complex” that Holmes possessed also led her to spy on her employees and demanded absolute loyalty from them.  

As Holmes’ scaled Theranos up and members of the team inevitably found out about the fabled, fraudulent technology, as the company scaled up operations, various early. ""disgruntled employees"" were fired, threatened, and sued for trying to expose the reliability of the technology that Holmes claimed as revolutionary. The fraud was exposed when a former employee during the peak years of the company, Tyler Shultz, had attempted to bring concerns about the company's activities to his management, and when that had failed, he had spoken to Carreyrou and under an alias, reported the company to the New York State Department of Health. Despite ardent efforts by Holmes trying to get Rupert Murdoch to shut down the story that Carreyrou published on her, everything came crumbling downhill for what’s gone down as possibly one of the biggest frauds ever in the healthcare industry.

Read more on:
https://www.businessinsider.com/the-history-of-silicon-valley-unicorn-theranos-and-ceo-elizabeth-holmes-2018-5
https://www.nytimes.com/2018/09/05/health/theranos-shutting-down.html
https://www.theverge.com/2018/9/5/17822680/theranos-shutdown-elizabeth-holmes-blood-test-health-science
https://www.wsj.com/articles/blood-testing-firm-theranos-to-dissolve-1536115130
 







"
Invi Labs,"Georgia, Louisiana, United States","Providing services that enable users to share pictures, videos, and so much more within your text conversations, as interactive content",—,
Involver,"San Francisco, California, United States",Involver offers a social marketing platform that provides SaaS-based tools to help businesses manage their marketing on social media sites.,www.involver.com,
Iotera,—,Iotera was a wireless IoT networking company.  It was acquired by ring.com in 2017 which was subsequently acquired by Amazon in 2018,www.ring.com,
IP Commerce,"Denver, Colorado, United States",The IP Commerce platform automates complex and multi-party commerce related processes for small and medium sized businesses.,www.ipcommerce.com/,
IP Street,"Spokane, Washington, United States",IP Street offers patent analysis algorithms and data as a service via API endpoints.,www.ipstreet.com,
iProf Learning Solutions,"Noida, Uttar Pradesh, India","iProf India delivers education contents, including videos, digitized notes, and practice questions through various devices.",iprofindia.com,
IQ Engines,"Berkeley, California, United States",IQ Engines provides an image recognition platform that automatically tags and organizes user photos.,www.iqengines.com,
iTiffin,"Bangalore, Karnataka, India",Intelligent tiffin (i-tiffin) boxes are designed based on smart nutrition components,itiffin.in/,
"Ittavi, Inc","Santa Clara, California, United States",Previous holding company of SupportPay,—,
iversity,"Bernau, Baden-Wurttemberg, Germany",iversity is a Germany-based learning platform that partners with institutions to provide online courses to students.,iversity.org,
Izzy Money,—,Izzy Money provides a mobile platform for managing money and cost control.,www.izzy-money.com/,
Jammit,"West Hollywood, California, United States",Jammit is music software that separates individual audio tracks from original multitrack master recordings.,www.jammit.com/,
Jawbone,"San Francisco, California, United States",Jawbone is an audio technology company developing and selling wearable technology and portable audio devices.,jawbone.com/home,
Jefferson Education Accelerator,"Washington, District of Columbia, United States",The Jefferson Education Accelerator supports the testing and scaling of solutions that are making a positive impact on student success.,www.jeauva.com/,
JenaValve Technology,"München, Bayern, Germany",JenaValve Technology develops transcatheter aortic valve implantation (TAVI) systems for transapical and transfemoral implantation.,www.jenavalve.de,
Jetbay,"Mountain View, California, United States",Jetbay is a company that provides an online platform for foreign travelers to research and book their trips to China.,jetbay.com,
Jetzy,"New York, New York, United States",Jetzy allows users to earn rewards by traveling and exploring new cities while connecting with people from all over the world!,jetzyapp.com,
